Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
1403,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,First,22.07,1199.0,73.9,5.0,3.5,False,False,True,False,False,True,12
1404,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,First,22.07,1199.0,73.9,5.0,2.59,False,False,True,False,False,True,13
1405,Maruti Ertiga ZDI,Kolkata,2013,70000,First,20.77,1248.0,88.8,7.0,5.45,False,False,True,False,False,True,12
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,First,22.77,1498.0,98.59,5.0,6.0,False,False,True,False,False,True,8
1409,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,First,23.4,1248.0,74.0,5.0,4.75,False,False,True,False,False,True,8
1414,Tata Indica Vista Quadrajet VX,Pune,2012,65000,First,22.3,1248.0,74.0,5.0,2.5,False,False,True,False,False,True,13
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,First,26.59,1248.0,74.0,5.0,5.5,False,False,True,False,False,True,10
1418,Hyundai EON Era Plus,Kolkata,2016,11583,First,21.1,814.0,55.2,5.0,2.75,False,True,True,False,True,True,9
1421,Maruti Celerio VXI,Delhi,2014,77000,First,23.1,998.0,67.04,5.0,2.8,False,True,True,False,True,True,11
1428,Chevrolet Beat Diesel LS,Kochi,2016,83629,First,25.44,936.0,56.3,5.0,3.15,False,False,True,False,False,True,9
1431,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,Second,22.32,1582.0,126.32,5.0,8.01,False,False,False,False,False,False,9
1434,Honda City i DTEC V,Kolkata,2014,36000,First,26.0,1498.0,98.6,5.0,5.0,False,False,True,False,False,True,11
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,First,20.46,1461.0,83.8,5.0,5.5,False,False,True,False,False,True,12
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,First,24.07,998.0,67.1,5.0,3.5,False,True,True,False,True,True,9
1445,Maruti Celerio VXI AT,Chennai,2016,12000,Second,23.1,998.0,67.04,5.0,4.25,False,True,False,False,True,False,9
1447,Ford Fiesta Diesel Style,Chennai,2013,177000,First,23.5,1498.0,88.7,5.0,3.5,False,False,True,False,False,True,12
1457,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,First,23.08,1461.0,63.1,5.0,2.4,False,False,True,False,False,True,13
1458,Tata Nano LX,Pune,2013,4700,First,25.4,624.0,37.48,4.0,1.2,False,True,True,False,True,True,12
1459,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,First,23.4,1248.0,74.0,5.0,2.9,False,False,True,False,False,True,11
1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,First,25.8,1498.0,98.6,5.0,7.5,False,False,True,False,False,True,9
1465,Maruti Ritz VDi,Hyderabad,2012,85112,First,23.2,1248.0,73.94,5.0,3.39,False,False,True,False,False,True,13
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,First,28.09,1248.0,88.5,5.0,6.85,False,False,True,False,False,True,11
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,Second,21.43,1364.0,138.0,5.0,5.75,False,False,True,False,False,True,14
1469,Tata Indica V2 eLS,Chennai,2015,100073,Second,25.0,1396.0,69.0,5.0,2.0,False,False,True,False,False,True,10
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,First,21.4,1197.0,83.1,5.0,8.7,False,True,True,False,True,True,6
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,First,21.4,1197.0,83.1,5.0,6.1,False,True,True,False,True,True,9
1476,Mini Cooper Countryman D,Hyderabad,2013,51000,First,23.8,1998.0,112.0,5.0,21.94,False,False,False,False,False,False,12
1478,Maruti Alto K10 LXI,Delhi,2015,51000,First,20.92,998.0,67.1,5.0,2.65,False,True,True,False,True,True,10
1479,Maruti Swift VXI Optional,Kochi,2017,42527,First,20.4,1197.0,81.8,5.0,5.27,False,True,True,False,True,True,8
1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,First,22.1,1248.0,74.0,5.0,2.48,False,False,True,False,False,True,11
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,First,23.0,1396.0,90.0,5.0,2.95,False,False,True,False,False,True,14
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Second,21.02,1248.0,88.76,5.0,2.65,False,False,True,False,False,True,12
1491,Maruti Ritz VXI,Mumbai,2014,33000,First,21.1,1197.0,85.8,5.0,3.25,False,True,True,False,True,True,11
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,First,21.66,1498.0,108.62,5.0,5.8,False,False,True,False,False,True,9
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,First,27.39,1248.0,74.0,5.0,7.79,False,False,True,False,False,True,9
1504,Maruti Ertiga VDI,Kochi,2017,43775,First,20.77,1248.0,88.76,7.0,8.27,False,False,True,False,False,True,8
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,First,23.4,1248.0,74.0,5.0,3.95,False,False,True,False,False,True,12
1511,Volvo V40 Cross Country D3,Pune,2013,92000,First,23.3,1984.0,150.0,5.0,16.0,False,False,False,False,False,False,12
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,First,28.4,1248.0,73.75,5.0,9.15,False,False,False,False,False,False,8
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,First,21.64,1461.0,84.8,5.0,4.5,False,False,True,False,False,True,11
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,First,23.0,1498.0,98.96,5.0,7.7,False,False,True,False,False,True,9
1527,Hyundai i10 Sportz,Chennai,2012,49000,First,20.36,1197.0,78.9,5.0,3.0,False,True,True,False,True,True,13
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,First,20.65,1248.0,88.7,5.0,6.69,False,False,True,False,False,True,7
1530,Maruti Swift VDI,Delhi,2014,56000,First,22.9,1248.0,74.0,5.0,4.25,False,False,True,False,False,True,11
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,First,21.72,1498.0,108.4,5.0,10.5,False,False,False,False,False,False,8
1535,Honda City i DTEC SV,Hyderabad,2014,65000,First,26.0,1498.0,98.6,5.0,6.99,False,False,True,False,False,True,11
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,First,20.54,1598.0,103.6,5.0,5.0,False,False,True,False,False,True,14
1538,Maruti Alto 800 LXI,Chennai,2015,21000,First,22.74,796.0,47.3,5.0,2.79,False,True,True,False,True,True,10
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Second,21.12,1248.0,88.8,5.0,2.9,False,False,True,False,False,True,13
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Second,22.32,1582.0,126.3,5.0,3.75,False,False,True,False,False,True,14
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,First,26.1,1498.0,99.0,5.0,7.29,False,False,True,False,False,True,8
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,First,20.7,1496.0,113.98,4.0,23.5,False,False,False,False,False,False,9
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Second,21.03,1461.0,65.0,5.0,3.1,False,False,True,False,False,True,10
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,First,23.4,1248.0,74.0,5.0,3.5,False,False,True,False,False,True,9
1554,Maruti Ritz VXI,Hyderabad,2012,68776,First,21.1,1197.0,85.8,5.0,3.9,False,True,True,False,True,True,13
1557,Honda City i DTec SV,Delhi,2015,33000,First,26.0,1498.0,98.6,5.0,7.0,False,False,True,False,False,True,10
1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,First,21.5,1248.0,88.8,5.0,3.81,False,False,True,False,False,True,13
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,First,25.8,1498.0,98.6,5.0,3.25,False,False,True,False,False,True,11
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,First,20.51,998.0,67.04,5.0,2.6,False,True,True,False,True,True,14
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,First,22.32,1582.0,126.3,5.0,4.3,False,False,True,False,False,True,11
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,First,24.0,1186.0,73.97,5.0,3.85,False,False,True,False,False,True,11
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,Second,20.36,1197.0,78.9,5.0,1.65,False,True,True,False,True,True,17
1586,Hyundai EON Era,Coimbatore,2013,65060,First,21.1,814.0,55.2,5.0,3.32,False,True,True,False,True,True,12
1588,Maruti Alto 800 VXI,Kolkata,2015,11110,First,22.74,796.0,47.3,5.0,2.35,False,True,True,False,True,True,10
1592,Maruti Swift VVT VXI,Pune,2016,27755,First,22.0,1197.0,81.8,5.0,5.45,False,True,True,False,True,True,9
1593,Hyundai EON Magna Plus,Hyderabad,2013,20000,Second,21.1,814.0,55.2,5.0,2.3,False,True,True,False,True,True,12
1594,Maruti Swift Dzire ZXI,Kochi,2015,24782,First,20.85,1197.0,83.14,5.0,6.21,False,True,True,False,True,True,10
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,First,20.14,1498.0,88.8,5.0,4.0,False,False,True,False,False,True,9
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,First,20.14,1498.0,88.8,5.0,4.42,False,False,True,False,False,True,11
1606,Honda Amaze VX i-DTEC,Kochi,2015,61691,First,25.8,1498.0,98.6,5.0,5.38,False,False,True,False,False,True,10
1608,Maruti Wagon R AMT VXI,Jaipur,2016,68630,First,20.51,998.0,67.0,5.0,3.87,False,True,False,False,True,False,9
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,First,20.73,1373.0,91.1,5.0,9.28,False,True,True,False,True,True,7
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,First,20.73,1373.0,91.2,5.0,7.8,False,True,True,False,True,True,9
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,First,23.0,1396.0,90.0,5.0,4.5,False,False,True,False,False,True,13
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,First,22.32,1582.0,126.32,5.0,5.0,False,False,True,False,False,True,13
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,First,23.1,998.0,67.04,5.0,4.0,False,True,False,False,True,False,11
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,First,20.86,1199.0,73.9,5.0,2.51,False,False,True,False,False,True,13
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,First,25.2,1248.0,74.0,5.0,4.75,False,False,True,False,False,True,10
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Second,20.36,1197.0,78.9,5.0,2.1,False,True,True,False,True,True,15
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,First,25.2,1248.0,74.0,5.0,6.0,False,False,True,False,False,True,8
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,First,22.7,1498.0,89.84,5.0,7.54,False,False,True,False,False,True,8
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,First,20.73,1373.0,91.1,5.0,6.84,False,True,True,False,True,True,10
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,First,27.3,1498.0,98.6,5.0,8.0,False,False,True,False,False,True,8
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,First,24.0,1120.0,70.0,5.0,5.5,False,False,True,False,False,True,8
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,First,24.2,1498.0,98.6,7.0,5.75,False,False,True,False,False,True,11
1645,Maruti Ritz VDi,Hyderabad,2010,79894,First,21.1,1248.0,73.9,5.0,3.4,False,False,True,False,False,True,15
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,First,23.0,1396.0,90.0,5.0,6.75,False,False,True,False,False,True,9
1661,Hyundai i10 Magna,Kolkata,2013,21000,First,20.36,1197.0,78.9,5.0,2.35,False,True,True,False,True,True,12
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,First,25.8,1498.0,98.6,5.0,3.65,False,False,True,False,False,True,12
1663,Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998.0,67.04,5.0,2.74,False,True,True,False,True,True,13
1670,Hyundai EON Sportz,Hyderabad,2017,31829,First,21.1,814.0,55.2,5.0,3.65,False,True,True,False,True,True,8
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998.0,67.1,5.0,3.22,False,True,True,False,True,True,14
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,3.25,False,False,True,False,False,True,11
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,5.39,False,False,True,False,False,True,10
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,190.0,5.0,37.3,False,False,False,False,False,False,7
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,90.0,5.0,4.6,False,False,True,False,False,True,14
1709,Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,5.44,False,True,True,False,True,True,8
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,6.2,False,True,False,False,True,False,8
1713,Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,35.0,4.0,0.44,False,True,True,False,True,True,14
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,8.2,False,True,True,False,True,True,8
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,99.0,5.0,7.55,False,False,True,False,False,True,10
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,75.0,5.0,2.2,False,False,True,False,False,True,14
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,74.0,5.0,4.35,False,False,True,False,False,True,11
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,6.8,False,False,True,False,False,True,11
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,5.7,False,False,True,False,False,True,11
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,2.75,False,True,True,False,True,True,15
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,8.0,False,False,True,False,False,True,8
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,67.0,5.0,3.85,False,True,False,False,True,False,10
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Second,21.0,1461.0,64.1,5.0,2.4,False,False,True,False,False,True,14
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999.0,67.0,5.0,4.25,False,True,True,False,True,True,8
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Second,28.4,1248.0,74.0,5.0,2.7,False,False,True,False,False,True,17
1757,Datsun GO T Option,Hyderabad,2016,19000,First,20.63,1198.0,67.0,5.0,2.99,False,True,True,False,True,True,9
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,First,20.77,1248.0,88.8,7.0,5.85,False,False,True,False,False,True,13
1765,Maruti Ritz LDi,Jaipur,2011,79232,First,21.1,1248.0,73.9,5.0,2.9,False,False,True,False,False,True,14
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,First,20.3,998.0,68.05,5.0,2.75,False,True,True,False,True,True,11
1769,Maruti Swift VDI,Pune,2014,75216,First,22.9,1248.0,74.0,5.0,5.1,False,False,True,False,False,True,11
1772,Maruti Swift VDI,Hyderabad,2013,53996,First,22.9,1248.0,74.0,5.0,5.45,False,False,True,False,False,True,12
1782,Maruti Swift VDI,Pune,2012,75000,First,22.9,1248.0,74.0,5.0,4.35,False,False,True,False,False,True,13
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,First,22.5,998.0,67.0,5.0,5.23,False,True,False,False,True,False,8
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,First,25.8,1498.0,98.6,5.0,4.4,False,False,True,False,False,True,11
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Second,22.7,1498.0,89.84,5.0,5.49,False,False,True,False,False,True,10
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,First,28.4,1248.0,73.75,5.0,9.0,False,False,False,False,False,False,8
1795,Maruti Swift VDI,Kochi,2016,38143,First,22.9,1248.0,74.0,5.0,5.22,False,False,True,False,False,True,9
1798,Maruti Swift VXI,Mumbai,2016,23555,First,22.0,1197.0,81.8,5.0,5.1,False,True,True,False,True,True,9
1801,Tata Nano Lx BSIV,Kochi,2012,4187,First,26.0,624.0,35.0,4.0,1.38,False,True,True,False,True,True,13
1804,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,First,22.32,1582.0,126.32,5.0,6.98,False,False,True,False,False,True,11
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,First,22.95,1248.0,74.0,5.0,5.25,False,False,True,False,False,True,8
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,First,21.1,814.0,55.2,5.0,1.95,False,True,True,False,True,True,12
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,First,24.4,1120.0,71.0,5.0,5.5,False,False,True,False,False,True,10
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,First,20.34,1498.0,103.2,5.0,7.95,False,False,True,False,False,True,9
1814,Hyundai Elantra CRDi SX,Jaipur,2012,98008,First,22.7,1582.0,126.24,5.0,6.25,False,False,True,False,False,True,13
1817,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,First,23.9,1582.0,126.2,5.0,8.65,False,False,True,False,False,True,8
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,First,25.32,1198.0,77.0,5.0,4.7,False,False,True,False,False,True,8
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,First,24.3,1248.0,88.5,5.0,9.58,False,False,True,False,False,True,8
1828,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,First,20.68,1995.0,190.0,5.0,27.75,False,False,False,False,False,False,9
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Second,22.54,1396.0,88.73,5.0,7.0,False,False,True,False,False,True,10
1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Second,20.36,1197.0,78.9,5.0,2.1,False,True,True,False,True,True,15
1839,Maruti Ertiga VDI,Delhi,2014,79870,First,20.77,1248.0,88.76,7.0,5.35,False,False,True,False,False,True,11
1840,Honda Amaze S i-Dtech,Delhi,2013,90000,First,25.8,1498.0,98.6,5.0,3.8,False,False,True,False,False,True,12
1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,Third,20.36,1197.0,78.9,5.0,1.95,False,True,True,False,True,True,16
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,First,28.4,1248.0,74.0,5.0,8.2,False,False,True,False,False,True,8
1847,Mini Cooper Countryman D High,Coimbatore,2014,45535,First,23.8,1998.0,112.0,5.0,19.41,False,False,False,False,False,False,11
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,First,24.4,1120.0,71.0,5.0,3.7,False,False,True,False,False,True,10
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,First,23.1,998.0,67.04,5.0,3.8,False,True,False,False,True,False,11
1853,Hyundai i10 Sportz,Jaipur,2014,60000,First,20.36,1197.0,78.9,5.0,3.25,False,True,True,False,True,True,11
1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Second,22.69,1995.0,190.0,5.0,10.9,False,False,False,False,False,False,14
1860,Volkswagen Vento Diesel Highline,Chennai,2013,720000,First,20.54,1598.0,103.6,5.0,5.9,False,False,True,False,False,True,12
1865,Maruti Ritz LDi,Delhi,2014,32805,First,23.2,1248.0,73.94,5.0,3.6,False,False,True,False,False,True,11
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,First,21.21,1498.0,103.2,5.0,7.12,False,False,False,False,False,False,9
1867,Honda City i DTEC SV,Kochi,2016,55700,First,26.0,1498.0,98.6,5.0,7.52,False,False,True,False,False,True,9
1873,Maruti Ciaz ZXi,Delhi,2017,17000,First,20.73,1373.0,91.1,5.0,7.65,False,True,True,False,True,True,8
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,First,28.09,1248.0,88.5,5.0,6.4,False,False,True,False,False,True,9
1878,Tata Indica V2 eLX,Pune,2017,8200,First,25.0,1396.0,69.0,5.0,4.4,False,False,True,False,False,True,8
1888,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,First,22.0,1498.0,108.495,5.0,8.89,False,False,False,False,False,False,8
1894,Hyundai EON D Lite Plus,Kolkata,2014,26008,First,21.1,814.0,55.2,5.0,1.97,False,True,True,False,True,True,11
1897,Renault Scala Diesel RxL,Kolkata,2013,40000,First,21.64,1461.0,84.8,5.0,4.0,False,False,True,False,False,True,12
1905,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,First,20.73,1373.0,91.1,5.0,9.96,False,True,True,False,True,True,7
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Second,22.9,1248.0,74.0,5.0,4.75,False,False,True,False,False,True,12
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,First,27.3,1498.0,98.6,5.0,7.48,False,False,True,False,False,True,9
1920,Maruti Dzire VDI,Delhi,2016,45376,First,28.4,1248.0,73.75,5.0,5.75,False,False,True,False,False,True,9
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,First,23.0,1498.0,98.96,5.0,8.09,False,False,True,False,False,True,8
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Second,20.68,1995.0,190.0,5.0,22.24,False,False,False,False,False,False,10
1931,Hyundai i10 Magna,Kolkata,2012,58235,First,20.36,1197.0,78.9,5.0,2.45,False,True,True,False,True,True,13
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,First,23.0,1498.0,98.96,5.0,8.99,False,False,True,False,False,True,8
1933,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,First,20.54,1598.0,103.6,5.0,3.15,False,False,True,False,False,True,14
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,First,28.4,1248.0,73.75,5.0,8.2,False,False,True,False,False,True,8
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,First,22.54,1396.0,88.73,5.0,7.3,False,False,True,False,False,True,9
1938,Hyundai i10 Magna,Delhi,2015,34951,Second,20.36,1197.0,78.9,5.0,3.15,False,True,True,False,True,True,10
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,First,27.3,1498.0,98.6,5.0,7.75,False,False,True,False,False,True,9
1946,Maruti Swift VDI,Coimbatore,2014,83274,First,22.9,1248.0,74.0,5.0,5.79,False,False,True,False,False,True,11
1951,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Second,20.4,1248.0,91.2,5.0,1.75,False,False,True,False,False,True,16
1954,Audi A3 35 TDI Technology,Delhi,2017,22000,Second,20.38,1968.0,143.0,5.0,22.5,False,False,False,False,False,False,8
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,First,21.9,1396.0,90.0,5.0,3.75,False,False,True,False,False,True,14
1957,Honda Mobilio S i DTEC,Kochi,2015,50624,First,24.2,1498.0,98.6,7.0,6.32,False,False,True,False,False,True,10
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,First,22.32,1582.0,126.32,5.0,7.75,False,False,False,False,False,False,7
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,First,20.36,1197.0,78.9,5.0,2.1,False,True,True,False,True,True,15
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,First,24.3,1248.0,88.5,5.0,9.3,False,False,True,False,False,True,9
1966,Maruti Swift LDI,Delhi,2015,51000,First,22.9,1248.0,74.0,5.0,4.74,False,False,True,False,False,True,10
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,First,22.77,1498.0,98.59,5.0,8.45,False,False,True,False,False,True,8
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,First,20.73,1373.0,91.1,5.0,5.95,False,True,True,False,True,True,10
1979,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,First,22.7,1582.0,126.24,5.0,9.0,False,False,True,False,False,True,13
1980,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,First,21.66,1498.0,103.52,5.0,4.25,False,False,False,False,False,False,10
1983,Maruti Celerio VXI,Chennai,2014,41123,First,23.1,998.0,67.04,5.0,3.4,False,True,True,False,True,True,11
1985,BMW 3 Series 320d Sport,Chennai,2014,48000,First,22.69,1995.0,190.0,5.0,21.6,False,False,False,False,False,False,11
1986,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,First,20.54,1598.0,103.6,5.0,4.0,False,False,True,False,False,True,14
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,First,23.4,1248.0,74.0,5.0,5.5,False,False,True,False,False,True,7
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,First,21.9,1396.0,90.0,5.0,3.95,False,False,True,False,False,True,13
1990,Maruti Dzire VDI,Mumbai,2012,74000,Second,28.4,1248.0,73.75,5.0,4.25,False,False,True,False,False,True,13
1992,Maruti Ertiga VDI,Hyderabad,2012,82085,First,20.77,1248.0,88.76,7.0,6.5,False,False,True,False,False,True,13
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,First,21.43,1364.0,86.79,5.0,7.12,False,False,True,False,False,True,12
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,First,24.3,1248.0,88.5,5.0,11.25,False,False,False,False,False,False,7
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,First,20.14,1197.0,81.86,5.0,3.67,False,True,True,False,True,True,11
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,First,20.68,1995.0,190.0,5.0,28.5,False,False,False,False,False,False,9
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,First,22.32,1582.0,126.3,5.0,6.64,False,False,True,False,False,True,9
2011,Renault KWID RXT,Kolkata,2017,25000,First,25.17,799.0,53.3,5.0,2.99,False,True,True,False,True,True,8
2015,Maruti Swift VDI BSIV,Coimbatore,2014,44282,First,25.2,1248.0,74.0,5.0,5.99,False,False,True,False,False,True,11
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,First,21.64,1461.0,84.8,5.0,2.59,False,False,True,False,False,True,13
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,First,28.09,1248.0,88.5,5.0,8.5,False,False,True,False,False,True,9
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,First,22.07,1199.0,73.9,5.0,2.49,False,False,True,False,False,True,14
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,First,22.7,1498.0,89.84,5.0,6.25,False,False,True,False,False,True,11
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,First,24.0,1120.0,70.0,5.0,4.88,False,False,True,False,False,True,10
